E,RH,LocalDateTime
2.4,0.86,11/03/1981 00:00:00
3,0.81,11/04/1981 00:00:00
2,0.89,11/05/1981 00:00:00
3.7,0.85,11/06/1981 00:00:00
3.4,0.83,11/07/1981 00:00:00
2.1,0.86,11/08/1981 00:00:00
3.6,0.84,11/09/1981 00:00:00
1.3,0.92,11/10/1981 00:00:00
2.5,0.89,11/11/1981 00:00:00
2.1,0.88,11/12/1981 00:00:00
2.3,0.87,11/13/1981 00:00:00
2.4,0.88,11/14/1981 00:00:00
2.3,0.86,11/15/1981 00:00:00
2.8,0.84,11/16/1981 00:00:00
1.9,0.85,11/17/1981 00:00:00
2.9,0.84,11/18/1981 00:00:00
2.2,0.84,11/19/1981 00:00:00
3.7,0.78,11/20/1981 00:00:00
4.4,0.73,11/21/1981 00:00:00
3.6,0.81,11/22/1981 00:00:00
4,0.8,11/23/1981 00:00:00
2.1,0.87,11/24/1981 00:00:00
2.8,0.82,11/25/1981 00:00:00
3.6,0.79,11/26/1981 00:00:00
3.2,0.8,11/27/1981 00:00:00
5.3,0.76,11/28/1981 00:00:00
3.9,0.83,11/29/1981 00:00:00
1.9,0.88,11/30/1981 00:00:00
4.4,0.78,12/01/1981 00:00:00
3.3,0.82,12/02/1981 00:00:00
1.1,0.94,12/03/1981 00:00:00
2.5,0.84,12/04/1981 00:00:00
2.1,0.82,12/05/1981 00:00:00
4.4,0.78,12/06/1981 00:00:00
5.6,0.73,12/07/1981 00:00:00
2.3,0.86,12/08/1981 00:00:00
2.6,0.84,12/09/1981 00:00:00
2.5,0.86,12/10/1981 00:00:00
3.2,0.8,12/11/1981 00:00:00
2.9,0.8,12/12/1981 00:00:00
3.6,0.74,12/13/1981 00:00:00
5,0.74,12/14/1981 00:00:00
4.3,0.74,12/15/1981 00:00:00
6.1,0.72,12/16/1981 00:00:00
5.3,0.68,12/17/1981 00:00:00
6.2,0.68,12/18/1981 00:00:00
6.8,0.7,12/19/1981 00:00:00
6.6,0.7,12/20/1981 00:00:00
5.3,0.7,12/21/1981 00:00:00
4.5,0.73,12/22/1981 00:00:00
4.5,0.75,12/23/1981 00:00:00
3.7,0.76,12/24/1981 00:00:00
5.8,0.66,12/25/1981 00:00:00
4.7,0.72,12/26/1981 00:00:00
4.5,0.74,12/27/1981 00:00:00
3.7,0.8,12/28/1981 00:00:00
2.7,0.81,12/29/1981 00:00:00
4.1,0.75,12/30/1981 00:00:00
5.4,0.74,12/31/1981 00:00:00
4.4,0.72,01/01/1982 00:00:00
4.6,0.72,01/02/1982 00:00:00
4.9,0.72,01/03/1982 00:00:00
3.9,0.72,01/04/1982 00:00:00
4.4,0.76,01/05/1982 00:00:00
4.6,0.72,01/06/1982 00:00:00
4.3,0.76,01/07/1982 00:00:00
5.1,0.7,01/08/1982 00:00:00
5.4,0.7,01/09/1982 00:00:00
3.7,0.76,01/10/1982 00:00:00
4.6,0.72,01/11/1982 00:00:00
4.9,0.76,01/12/1982 00:00:00
5.3,0.72,01/13/1982 00:00:00
6.9,0.7,01/14/1982 00:00:00
5.8,0.71,01/15/1982 00:00:00
4.5,0.72,01/16/1982 00:00:00
5.8,0.72,01/17/1982 00:00:00
5.9,0.7,01/18/1982 00:00:00
4.6,0.72,01/19/1982 00:00:00
6.2,0.7,01/20/1982 00:00:00
5.8,0.72,01/21/1982 00:00:00
5.6,0.7,01/22/1982 00:00:00
6.3,0.67,01/23/1982 00:00:00
5.8,0.72,01/24/1982 00:00:00
5.2,0.72,01/25/1982 00:00:00
5.6,0.72,01/26/1982 00:00:00
5.4,0.7,01/27/1982 00:00:00
5.5,0.71,01/28/1982 00:00:00
5.8,0.67,01/29/1982 00:00:00
5.2,0.7,01/30/1982 00:00:00
5.6,0.7,01/31/1982 00:00:00
5.7,0.69,02/01/1982 00:00:00
5.6,0.73,02/02/1982 00:00:00
6,0.67,02/03/1982 00:00:00
5.9,0.66,02/04/1982 00:00:00
6.4,0.67,02/05/1982 00:00:00
6.7,0.66,02/06/1982 00:00:00
7.5,0.66,02/07/1982 00:00:00
7.3,0.69,02/08/1982 00:00:00
7.1,0.66,02/09/1982 00:00:00
5.7,0.7,02/10/1982 00:00:00
6.9,0.66,02/11/1982 00:00:00
6.1,0.72,02/12/1982 00:00:00
5,0.76,02/13/1982 00:00:00
5.4,0.76,02/14/1982 00:00:00
5.9,0.67,02/15/1982 00:00:00
6.2,0.67,02/16/1982 00:00:00
7.7,0.62,02/17/1982 00:00:00
7.2,0.64,02/18/1982 00:00:00
7.5,0.69,02/19/1982 00:00:00
6,0.72,02/20/1982 00:00:00
5,0.72,02/21/1982 00:00:00
4.4,0.79,02/22/1982 00:00:00
3.6,0.72,02/23/1982 00:00:00
4,0.76,02/24/1982 00:00:00
6,0.67,02/25/1982 00:00:00
8.6,0.66,02/26/1982 00:00:00
7.1,0.66,02/27/1982 00:00:00
6.5,0.72,02/28/1982 00:00:00
6.4,0.7,03/01/1982 00:00:00
8.1,0.67,03/02/1982 00:00:00
8.9,0.65,03/03/1982 00:00:00
8,0.72,03/04/1982 00:00:00
5.9,0.72,03/05/1982 00:00:00
3.8,0.73,03/06/1982 00:00:00
3.4,0.77,03/07/1982 00:00:00
4.9,0.79,03/08/1982 00:00:00
6.2,0.76,03/09/1982 00:00:00
6.3,0.72,03/10/1982 00:00:00
9.6,0.64,03/11/1982 00:00:00
7.3,0.67,03/12/1982 00:00:00
8,0.71,03/13/1982 00:00:00
6.5,0.73,03/14/1982 00:00:00
6.7,0.76,03/15/1982 00:00:00
6.9,0.72,03/16/1982 00:00:00
8,0.67,03/17/1982 00:00:00
7.2,0.7,03/18/1982 00:00:00
7.7,0.67,03/19/1982 00:00:00
7.9,0.66,03/20/1982 00:00:00
7.2,0.71,03/21/1982 00:00:00
6.8,0.71,03/22/1982 00:00:00
6.9,0.72,03/23/1982 00:00:00
7.7,0.7,03/24/1982 00:00:00
4.4,0.83,03/25/1982 00:00:00
6.3,0.72,03/26/1982 00:00:00
6.4,0.73,03/27/1982 00:00:00
5.9,0.72,03/28/1982 00:00:00
4.2,0.76,03/29/1982 00:00:00
3.8,0.79,03/30/1982 00:00:00
4,0.77,03/31/1982 00:00:00
0,0.66,04/01/1982 00:00:00
0,0.64,04/02/1982 00:00:00
0,0.69,04/03/1982 00:00:00
0,0.73,04/04/1982 00:00:00
0,0.72,04/05/1982 00:00:00
0,0.76,04/06/1982 00:00:00
0,0.72,04/07/1982 00:00:00
0,0.72,04/08/1982 00:00:00
0,0.69,04/09/1982 00:00:00
0,0.73,04/10/1982 00:00:00
0,0.72,04/11/1982 00:00:00
0,0.72,04/12/1982 00:00:00
0,0.71,04/13/1982 00:00:00
0,0.67,04/14/1982 00:00:00
0,0.71,04/15/1982 00:00:00
0,0.7,04/16/1982 00:00:00
0,0.7,04/17/1982 00:00:00
0,0.73,04/18/1982 00:00:00
0,0.76,04/19/1982 00:00:00
0,0.7,04/20/1982 00:00:00
0,0.67,04/21/1982 00:00:00
0,0.69,04/22/1982 00:00:00
0,0.69,04/23/1982 00:00:00
0,0.7,04/24/1982 00:00:00
0,0.72,04/25/1982 00:00:00
0,0.69,04/26/1982 00:00:00
0,0.67,04/27/1982 00:00:00
0,0.67,04/28/1982 00:00:00
0,0.7,04/29/1982 00:00:00
0,0.72,04/30/1982 00:00:00
4.3,0.7,05/01/1982 00:00:00
4.7,0.7,05/02/1982 00:00:00
4.4,0.72,05/03/1982 00:00:00
3,0.72,05/04/1982 00:00:00
3.4,0.72,05/05/1982 00:00:00
3.4,0.78,05/06/1982 00:00:00
3.9,0.72,05/07/1982 00:00:00
4.2,0.73,05/08/1982 00:00:00
4.3,0.7,05/09/1982 00:00:00
4.3,0.71,05/10/1982 00:00:00
4.6,0.69,05/11/1982 00:00:00
4.1,0.69,05/12/1982 00:00:00
3.1,0.71,05/13/1982 00:00:00
3.3,0.72,05/14/1982 00:00:00
3.9,0.73,05/15/1982 00:00:00
3.7,0.76,05/16/1982 00:00:00
3.2,0.76,05/17/1982 00:00:00
2.6,0.83,05/18/1982 00:00:00
2.7,0.78,05/19/1982 00:00:00
2.5,0.81,05/20/1982 00:00:00
2.1,0.82,05/21/1982 00:00:00
1.7,0.87,05/22/1982 00:00:00
2.8,0.8,05/23/1982 00:00:00
2.8,0.78,05/24/1982 00:00:00
2.8,0.79,05/25/1982 00:00:00
3.6,0.76,05/26/1982 00:00:00
3.5,0.77,05/27/1982 00:00:00
3.6,0.77,05/28/1982 00:00:00
4.1,0.76,05/29/1982 00:00:00
3.5,0.76,05/30/1982 00:00:00
4.1,0.73,05/31/1982 00:00:00
4.2,0.72,06/01/1982 00:00:00
3,0.79,06/02/1982 00:00:00
1.4,0.92,06/03/1982 00:00:00
2,0.86,06/04/1982 00:00:00
1.9,0.82,06/05/1982 00:00:00
2.7,0.79,06/06/1982 00:00:00
1.8,0.9,06/07/1982 00:00:00
1.8,0.85,06/08/1982 00:00:00
2.1,0.82,06/09/1982 00:00:00
1.3,0.92,06/10/1982 00:00:00
1.7,0.85,06/11/1982 00:00:00
2.7,0.82,06/12/1982 00:00:00
1.9,0.84,06/13/1982 00:00:00
1.4,0.88,06/14/1982 00:00:00
0.9,0.87,06/15/1982 00:00:00
1.3,0.8,06/16/1982 00:00:00
0.7,0.86,06/17/1982 00:00:00
0.3,0.94,06/18/1982 00:00:00
0.5,0.94,06/19/1982 00:00:00
2,0.82,06/20/1982 00:00:00
2.9,0.8,06/21/1982 00:00:00
2.4,0.82,06/22/1982 00:00:00
3.7,0.8,06/23/1982 00:00:00
2.8,0.81,06/24/1982 00:00:00
4.5,0.79,06/25/1982 00:00:00
3.5,0.78,06/26/1982 00:00:00
1.4,0.86,06/27/1982 00:00:00
2.2,0.84,06/28/1982 00:00:00
1.8,0.9,06/29/1982 00:00:00
2.3,0.85,06/30/1982 00:00:00
2.8,0.81,07/01/1982 00:00:00
1.8,0.82,07/02/1982 00:00:00
2.1,0.81,07/03/1982 00:00:00
2.8,0.78,07/04/1982 00:00:00
3.3,0.81,07/05/1982 00:00:00
2.8,0.76,07/06/1982 00:00:00
2.7,0.84,07/07/1982 00:00:00
0.7,0.94,07/08/1982 00:00:00
1.7,0.88,07/09/1982 00:00:00
0.8,0.92,07/10/1982 00:00:00
1.8,0.88,07/11/1982 00:00:00
1.2,0.86,07/12/1982 00:00:00
1.5,0.88,07/13/1982 00:00:00
2.4,0.78,07/14/1982 00:00:00
3.5,0.81,07/15/1982 00:00:00
3.3,0.79,07/16/1982 00:00:00
2.8,0.84,07/17/1982 00:00:00
2.1,0.87,07/18/1982 00:00:00
2.8,0.78,07/19/1982 00:00:00
1.9,0.81,07/20/1982 00:00:00
2.1,0.86,07/21/1982 00:00:00
2.9,0.8,07/22/1982 00:00:00
3.3,0.76,07/23/1982 00:00:00
3.3,0.78,07/24/1982 00:00:00
1.7,0.82,07/25/1982 00:00:00
1.7,0.88,07/26/1982 00:00:00
1.6,0.81,07/27/1982 00:00:00
1.8,0.83,07/28/1982 00:00:00
2.4,0.84,07/29/1982 00:00:00
2.7,0.81,07/30/1982 00:00:00
2.3,0.84,07/31/1982 00:00:00
2.5,0.89,08/01/1982 00:00:00
2.7,0.8,08/02/1982 00:00:00
2.2,0.84,08/03/1982 00:00:00
1.3,0.88,08/04/1982 00:00:00
2.4,0.8,08/05/1982 00:00:00
2.9,0.83,08/06/1982 00:00:00
2.9,0.82,08/07/1982 00:00:00
2.8,0.84,08/08/1982 00:00:00
2.4,0.87,08/09/1982 00:00:00
2.3,0.84,08/10/1982 00:00:00
1.9,0.87,08/11/1982 00:00:00
3.2,0.78,08/12/1982 00:00:00
3.6,0.8,08/13/1982 00:00:00
3,0.82,08/14/1982 00:00:00
2.2,0.86,08/15/1982 00:00:00
2.3,0.85,08/16/1982 00:00:00
2.4,0.82,08/17/1982 00:00:00
4.2,0.78,08/18/1982 00:00:00
3.3,0.81,08/19/1982 00:00:00
1.8,0.87,08/20/1982 00:00:00
2.4,0.84,08/21/1982 00:00:00
3.6,0.8,08/22/1982 00:00:00
1.9,0.87,08/23/1982 00:00:00
2.4,0.88,08/24/1982 00:00:00
2.7,0.86,08/25/1982 00:00:00
2.8,0.83,08/26/1982 00:00:00
1.4,0.91,08/27/1982 00:00:00
1.2,0.91,08/28/1982 00:00:00
0.8,0.94,08/29/1982 00:00:00
2.4,0.84,08/30/1982 00:00:00
2.5,0.82,08/31/1982 00:00:00
2.5,0.82,09/01/1982 00:00:00
2,0.88,09/02/1982 00:00:00
2.3,0.83,09/03/1982 00:00:00
3.2,0.79,09/04/1982 00:00:00
2.6,0.86,09/05/1982 00:00:00
2.4,0.9,09/06/1982 00:00:00
1.6,0.88,09/07/1982 00:00:00
0.4,0.95,09/08/1982 00:00:00
0.9,0.92,09/09/1982 00:00:00
2,0.86,09/10/1982 00:00:00
2.4,0.8,09/11/1982 00:00:00
2.9,0.82,09/12/1982 00:00:00
3,0.82,09/13/1982 00:00:00
1.8,0.86,09/14/1982 00:00:00
1.1,0.92,09/15/1982 00:00:00
1.9,0.87,09/16/1982 00:00:00
2,0.83,09/17/1982 00:00:00
2.5,0.82,09/18/1982 00:00:00
1.9,0.89,09/19/1982 00:00:00
1.6,0.87,09/20/1982 00:00:00
1.4,0.84,09/21/1982 00:00:00
1.6,0.86,09/22/1982 00:00:00
1.4,0.85,09/23/1982 00:00:00
2.7,0.8,09/24/1982 00:00:00
1.9,0.82,09/25/1982 00:00:00
2.7,0.81,09/26/1982 00:00:00
2.1,0.82,09/27/1982 00:00:00
2.4,0.77,09/28/1982 00:00:00
2.1,0.85,09/29/1982 00:00:00
1.7,0.85,09/30/1982 00:00:00
1.7,0.83,10/01/1982 00:00:00
1.5,0.82,10/02/1982 00:00:00
1.7,0.82,10/03/1982 00:00:00
2,0.86,10/04/1982 00:00:00
1.9,0.83,10/05/1982 00:00:00
2.3,0.79,10/06/1982 00:00:00
2.2,0.8,10/07/1982 00:00:00
1.8,0.85,10/08/1982 00:00:00
1.5,0.84,10/09/1982 00:00:00
1,0.9,10/10/1982 00:00:00
1.1,0.87,10/11/1982 00:00:00
1.7,0.85,10/12/1982 00:00:00
2.1,0.84,10/13/1982 00:00:00
2.4,0.84,10/14/1982 00:00:00
1.7,0.84,10/15/1982 00:00:00
1.3,0.87,10/16/1982 00:00:00
1.3,0.9,10/17/1982 00:00:00
1.3,0.88,10/18/1982 00:00:00
1,0.9,10/19/1982 00:00:00
1.2,0.9,10/20/1982 00:00:00
1.7,0.82,10/21/1982 00:00:00
2.1,0.83,10/22/1982 00:00:00
1.7,0.8,10/23/1982 00:00:00
1.6,0.83,10/24/1982 00:00:00
2.2,0.8,10/25/1982 00:00:00
2.1,0.79,10/26/1982 00:00:00
3.1,0.76,10/27/1982 00:00:00
2.6,0.76,10/28/1982 00:00:00
2.3,0.79,10/29/1982 00:00:00
2.1,0.8,10/30/1982 00:00:00
2.1,0.82,10/31/1982 00:00:00
1.9,0.8,11/01/1982 00:00:00
2.7,0.76,11/02/1982 00:00:00
2.4,0.78,11/03/1982 00:00:00
2,0.79,11/04/1982 00:00:00
1.8,0.8,11/05/1982 00:00:00
2.1,0.79,11/06/1982 00:00:00
1.9,0.83,11/07/1982 00:00:00
1.6,0.87,11/08/1982 00:00:00
2.1,0.83,11/09/1982 00:00:00
1.6,0.86,11/10/1982 00:00:00
1.3,0.88,11/11/1982 00:00:00
1.6,0.86,11/12/1982 00:00:00
2,0.84,11/13/1982 00:00:00
1.4,0.85,11/14/1982 00:00:00
0.9,0.89,11/15/1982 00:00:00
1.8,0.85,11/16/1982 00:00:00
1.6,0.86,11/17/1982 00:00:00
1.5,0.86,11/18/1982 00:00:00
1.9,0.78,11/19/1982 00:00:00
2.1,0.81,11/20/1982 00:00:00
2.7,0.77,11/21/1982 00:00:00
2.5,0.8,11/22/1982 00:00:00
2.4,0.8,11/23/1982 00:00:00
2.8,0.77,11/24/1982 00:00:00
2.4,0.78,11/25/1982 00:00:00
2.2,0.81,11/26/1982 00:00:00
2.1,0.8,11/27/1982 00:00:00
2.8,0.79,11/28/1982 00:00:00
2.2,0.82,11/29/1982 00:00:00
2.5,0.81,11/30/1982 00:00:00
3.2,0.73,12/01/1982 00:00:00
2.9,0.78,12/02/1982 00:00:00
2.3,0.81,12/03/1982 00:00:00
2.7,0.78,12/04/1982 00:00:00
2.7,0.78,12/05/1982 00:00:00
2.5,0.79,12/06/1982 00:00:00
4.9,0.77,12/07/1982 00:00:00
2.5,0.78,12/08/1982 00:00:00
3.5,0.7,12/09/1982 00:00:00
2.1,0.82,12/10/1982 00:00:00
2.9,0.72,12/11/1982 00:00:00
3,0.72,12/12/1982 00:00:00
2.7,0.72,12/13/1982 00:00:00
2.5,0.72,12/14/1982 00:00:00
3,0.72,12/15/1982 00:00:00
2.2,0.77,12/16/1982 00:00:00
2.1,0.72,12/17/1982 00:00:00
3,0.67,12/18/1982 00:00:00
4.1,0.67,12/19/1982 00:00:00
3.7,0.7,12/20/1982 00:00:00
3.8,0.7,12/21/1982 00:00:00
3.1,0.76,12/22/1982 00:00:00
3.1,0.72,12/23/1982 00:00:00
3.2,0.72,12/24/1982 00:00:00
3.6,0.72,12/25/1982 00:00:00
2.6,0.76,12/26/1982 00:00:00
2.7,0.72,12/27/1982 00:00:00
2.8,0.72,12/28/1982 00:00:00
2.6,0.72,12/29/1982 00:00:00
3.4,0.72,12/30/1982 00:00:00
3.6,0.72,12/31/1982 00:00:00
2.9,0.76,01/01/1983 00:00:00
3.1,0.74,01/02/1983 00:00:00
3.3,0.74,01/03/1983 00:00:00
4.6,0.65,01/04/1983 00:00:00
4.1,0.68,01/05/1983 00:00:00
3.9,0.72,01/06/1983 00:00:00
4.4,0.7,01/07/1983 00:00:00
3.4,0.73,01/08/1983 00:00:00
3.6,0.73,01/09/1983 00:00:00
3.9,0.69,01/10/1983 00:00:00
4.7,0.67,01/11/1983 00:00:00
3.8,0.69,01/12/1983 00:00:00
3.5,0.74,01/13/1983 00:00:00
4.4,0.66,01/14/1983 00:00:00
4.5,0.64,01/15/1983 00:00:00
4.2,0.66,01/16/1983 00:00:00
4.6,0.66,01/17/1983 00:00:00
4.8,0.65,01/18/1983 00:00:00
4.4,0.72,01/19/1983 00:00:00
4.1,0.73,01/20/1983 00:00:00
3.9,0.71,01/21/1983 00:00:00
3.5,0.72,01/22/1983 00:00:00
4.8,0.66,01/23/1983 00:00:00
4.1,0.64,01/24/1983 00:00:00
3.4,0.69,01/25/1983 00:00:00
2.9,0.72,01/26/1983 00:00:00
3.2,0.71,01/27/1983 00:00:00
3.9,0.76,01/28/1983 00:00:00
3.4,0.76,01/29/1983 00:00:00
3,0.82,01/30/1983 00:00:00
2.8,0.8,01/31/1983 00:00:00
2.9,0.79,02/01/1983 00:00:00
3,0.81,02/02/1983 00:00:00
2.7,0.82,02/03/1983 00:00:00
3.9,0.74,02/04/1983 00:00:00
4.8,0.68,02/05/1983 00:00:00
4.5,0.73,02/06/1983 00:00:00
4,0.74,02/07/1983 00:00:00
3.6,0.76,02/08/1983 00:00:00
4.8,0.67,02/09/1983 00:00:00
5,0.71,02/10/1983 00:00:00
4.5,0.7,02/11/1983 00:00:00
4.3,0.61,02/12/1983 00:00:00
4.7,0.6,02/13/1983 00:00:00
5.1,0.71,02/14/1983 00:00:00
5.2,0.8,02/15/1983 00:00:00
3.1,0.79,02/16/1983 00:00:00
3.1,0.76,02/17/1983 00:00:00
4.1,0.76,02/18/1983 00:00:00
4.4,0.78,02/19/1983 00:00:00
4.3,0.8,02/20/1983 00:00:00
3.1,0.7,02/21/1983 00:00:00
4.9,0.61,02/22/1983 00:00:00
7.4,0.71,02/23/1983 00:00:00
5.4,0.74,02/24/1983 00:00:00
4.8,0.64,02/25/1983 00:00:00
5.7,0.63,02/26/1983 00:00:00
5.8,0.63,02/27/1983 00:00:00
6.3,0.6,02/28/1983 00:00:00
4.3,0.72,03/01/1983 00:00:00
3.6,0.78,03/02/1983 00:00:00
3.5,0.76,03/03/1983 00:00:00
4,0.73,03/04/1983 00:00:00
5.4,0.62,03/05/1983 00:00:00
5.7,0.62,03/06/1983 00:00:00
5.3,0.62,03/07/1983 00:00:00
6.4,0.62,03/08/1983 00:00:00
5.5,0.67,03/09/1983 00:00:00
4.7,0.74,03/10/1983 00:00:00
3.8,0.78,03/11/1983 00:00:00
3.2,0.78,03/12/1983 00:00:00
4,0.78,03/13/1983 00:00:00
5.2,0.71,03/14/1983 00:00:00
4.2,0.76,03/15/1983 00:00:00
3.5,0.78,03/16/1983 00:00:00
4.5,0.76,03/17/1983 00:00:00
5.9,0.68,03/18/1983 00:00:00
6,0.66,03/19/1983 00:00:00
4.6,0.72,03/20/1983 00:00:00
4,0.74,03/21/1983 00:00:00
3.4,0.78,03/22/1983 00:00:00
3.8,0.78,03/23/1983 00:00:00
4,0.74,03/24/1983 00:00:00
3.9,0.74,03/25/1983 00:00:00
4.2,0.74,03/26/1983 00:00:00
4.7,0.74,03/27/1983 00:00:00
3.7,0.76,03/28/1983 00:00:00
4.1,0.76,03/29/1983 00:00:00
5.1,0.74,03/30/1983 00:00:00
4.2,0.74,03/31/1983 00:00:00
3.9,0.74,04/01/1983 00:00:00
3.5,0.76,04/02/1983 00:00:00
3.4,0.78,04/03/1983 00:00:00
3.8,0.76,04/04/1983 00:00:00
4.2,0.73,04/05/1983 00:00:00
4.8,0.74,04/06/1983 00:00:00
4.3,0.74,04/07/1983 00:00:00
4.3,0.72,04/08/1983 00:00:00
4.8,0.72,04/09/1983 00:00:00
4.2,0.76,04/10/1983 00:00:00
4.2,0.73,04/11/1983 00:00:00
4.1,0.74,04/12/1983 00:00:00
4.5,0.73,04/13/1983 00:00:00
4.7,0.74,04/14/1983 00:00:00
4.4,0.74,04/15/1983 00:00:00
4.5,0.74,04/16/1983 00:00:00
5.6,0.7,04/17/1983 00:00:00
6.5,0.62,04/18/1983 00:00:00
5.6,0.72,04/19/1983 00:00:00
5.2,0.71,04/20/1983 00:00:00
4.6,0.72,04/21/1983 00:00:00
4.8,0.7,04/22/1983 00:00:00
4.5,0.72,04/23/1983 00:00:00
4.9,0.73,04/24/1983 00:00:00
5.4,0.69,04/25/1983 00:00:00
5.6,0.67,04/26/1983 00:00:00
5.1,0.7,04/27/1983 00:00:00
3.8,0.73,04/28/1983 00:00:00
4.5,0.74,04/29/1983 00:00:00
4.1,0.73,04/30/1983 00:00:00
3.9,0.76,05/01/1983 00:00:00
4.4,0.72,05/02/1983 00:00:00
4.9,0.74,05/03/1983 00:00:00
5.1,0.71,05/04/1983 00:00:00
5.1,0.74,05/05/1983 00:00:00
3.9,0.74,05/06/1983 00:00:00
1.2,0.78,05/07/1983 00:00:00
2.8,0.76,05/08/1983 00:00:00
2.9,0.76,05/09/1983 00:00:00
3.3,0.7,05/10/1983 00:00:00
3.5,0.72,05/11/1983 00:00:00
3.2,0.68,05/12/1983 00:00:00
4.2,0.76,05/13/1983 00:00:00
4.3,0.72,05/14/1983 00:00:00
4.2,0.7,05/15/1983 00:00:00
4.1,0.7,05/16/1983 00:00:00
4.9,0.67,05/17/1983 00:00:00
4.8,0.67,05/18/1983 00:00:00
4.1,0.71,05/19/1983 00:00:00
4,0.87,05/20/1983 00:00:00
4.7,0.74,05/21/1983 00:00:00
4.4,0.85,05/22/1983 00:00:00
2.4,0.79,05/23/1983 00:00:00
2.6,0.81,05/24/1983 00:00:00
2.8,0.87,05/25/1983 00:00:00
1.8,0.85,05/26/1983 00:00:00
1.9,0.88,05/27/1983 00:00:00
2.2,0.85,05/28/1983 00:00:00
2.7,0.88,05/29/1983 00:00:00
3.1,0.8,05/30/1983 00:00:00
2.8,0.81,05/31/1983 00:00:00
3.3,0.74,06/01/1983 00:00:00
3.5,0.76,06/02/1983 00:00:00
3.5,0.76,06/03/1983 00:00:00
3.1,0.81,06/04/1983 00:00:00
3.1,0.79,06/05/1983 00:00:00
3.9,0.74,06/06/1983 00:00:00
2.1,0.88,06/07/1983 00:00:00
1.7,0.87,06/08/1983 00:00:00
1.2,0.87,06/09/1983 00:00:00
1.6,0.87,06/10/1983 00:00:00
1.5,0.88,06/11/1983 00:00:00
3.5,0.78,06/12/1983 00:00:00
3.9,0.72,06/13/1983 00:00:00
3.3,0.76,06/14/1983 00:00:00
2.3,0.8,06/15/1983 00:00:00
2.7,0.76,06/16/1983 00:00:00
3.4,0.76,06/17/1983 00:00:00
3.9,0.73,06/18/1983 00:00:00
3.8,0.78,06/19/1983 00:00:00
3.9,0.74,06/20/1983 00:00:00
2.9,0.84,06/21/1983 00:00:00
1.7,0.87,06/22/1983 00:00:00
1.9,0.84,06/23/1983 00:00:00
1.3,0.92,06/24/1983 00:00:00
2,0.87,06/25/1983 00:00:00
2.6,0.85,06/26/1983 00:00:00
2.6,0.82,06/27/1983 00:00:00
2.3,0.78,06/28/1983 00:00:00
3,0.74,06/29/1983 00:00:00
2.9,0.76,06/30/1983 00:00:00
3.7,0.76,07/01/1983 00:00:00
3.4,0.78,07/02/1983 00:00:00
3.2,0.78,07/03/1983 00:00:00
3.5,0.76,07/04/1983 00:00:00
2.5,0.84,07/05/1983 00:00:00
2.8,0.8,07/06/1983 00:00:00
3.1,0.81,07/07/1983 00:00:00
2,0.82,07/08/1983 00:00:00
1.4,0.85,07/09/1983 00:00:00
1,0.88,07/10/1983 00:00:00
2,0.82,07/11/1983 00:00:00
1.8,0.85,07/12/1983 00:00:00
2.2,0.88,07/13/1983 00:00:00
2.1,0.84,07/14/1983 00:00:00
1.5,0.87,07/15/1983 00:00:00
1.7,0.88,07/16/1983 00:00:00
1.4,0.88,07/17/1983 00:00:00
1.2,0.85,07/18/1983 00:00:00
1.8,0.82,07/19/1983 00:00:00
3.5,0.78,07/20/1983 00:00:00
2.3,0.84,07/21/1983 00:00:00
2,0.82,07/22/1983 00:00:00
1.8,0.85,07/23/1983 00:00:00
1.7,0.92,07/24/1983 00:00:00
2.1,0.85,07/25/1983 00:00:00
2.4,0.85,07/26/1983 00:00:00
2.6,0.85,07/27/1983 00:00:00
2,0.85,07/28/1983 00:00:00
1.8,0.88,07/29/1983 00:00:00
1.9,0.84,07/30/1983 00:00:00
2.2,0.84,07/31/1983 00:00:00
1.9,0.84,08/01/1983 00:00:00
2.5,0.8,08/02/1983 00:00:00
3,0.8,08/03/1983 00:00:00
1.6,0.88,08/04/1983 00:00:00
2,0.85,08/05/1983 00:00:00
1.2,0.93,08/06/1983 00:00:00
1.1,0.91,08/07/1983 00:00:00
2.4,0.83,08/08/1983 00:00:00
3.2,0.82,08/09/1983 00:00:00
2.3,0.85,08/10/1983 00:00:00
0.4,0.97,08/11/1983 00:00:00
1.3,0.88,08/12/1983 00:00:00
1.8,0.85,08/13/1983 00:00:00
2,0.85,08/14/1983 00:00:00
2.4,0.87,08/15/1983 00:00:00
2.8,0.84,08/16/1983 00:00:00
2.6,0.85,08/17/1983 00:00:00
1.4,0.9,08/18/1983 00:00:00
1.6,0.9,08/19/1983 00:00:00
1.5,0.87,08/20/1983 00:00:00
2.6,0.82,08/21/1983 00:00:00
2.2,0.81,08/22/1983 00:00:00
2.8,0.82,08/23/1983 00:00:00
3.4,0.78,08/24/1983 00:00:00
3.3,0.78,08/25/1983 00:00:00
2.7,0.78,08/26/1983 00:00:00
3,0.82,08/27/1983 00:00:00
3.2,0.78,08/28/1983 00:00:00
3,0.82,08/29/1983 00:00:00
1.5,0.87,08/30/1983 00:00:00
2.2,0.87,08/31/1983 00:00:00
2.7,0.79,09/01/1983 00:00:00
2.5,0.82,09/02/1983 00:00:00
1.4,0.92,09/03/1983 00:00:00
2.6,0.81,09/04/1983 00:00:00
2.6,0.8,09/05/1983 00:00:00
2.1,0.85,09/06/1983 00:00:00
